act,section_id,text_content
IPC_1860,379,"[s 379] Punishment for theft. Whoever commits theft shall be punished with imprisonment of either description for a term which may extend to three years, or with ﬁne, or with both. COMMENT— In order to constitute theft ﬁve factors are essential:— (1) Dishonest intention to take property; (2) The property must be movable; (3) The property should be taken out of the possession of another person; (4) The property should be taken without the consent of that person; and (5) There must be some moving of the property in order to accomplish the taking of it. 1. 'Intending to take dishonestly'.—Intention is the gist of the offence. The intention to take dishonestly exists when the taker intends to cause wrongful gain to one person or wrongful loss to another person. Where, therefore, the accused acting bona ﬁde in the interests of his employers ﬁnding a party of ﬁshermen poaching on his master's ﬁsheries, took charge of the nets and retained possession of them, pending the orders of his employers, it was held that he was not guilty of theft.3 When a person seizes cattle on the ground that they were trespassing on his land and causing damage to his crop or produce and gives out that he is ta"
IPC_1860,380,"[s 380] Theft in dwelling house, etc. Whoever commits theft in any building,1 tent or vessel, which building, tent or vessel is used as a human dwelling, or used for the custody of property, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to ﬁne. State Amendment Tamil Nadu.—The following amendments were made by Tamil Nadu Act No. 28 of 1993, Section 2. Section 380 of the Indian Penal Code (Central Act XLV of 1860) (hereinafter in this Part referred to as the principal Act), shall be renumbered as sub-section (1) of that section and after sub-section (1) as so renumbered, the following sub-section shall be added, namely:— ""(2) Whoever commits theft in respect of any idol or icon in any building used as a place of worship 'shall be punished with rigorous imprisonment for a term which shall not be less than two years but which may extend to three years and with ﬁne which shall not be less than two thousand rupees: Provided that the court may, for adequate and special reasons to be mentioned in the judgment impose a sentence of imprisonment for a term of less than two years."" COMMENT— The object of the secti"
IPC_1860,381,"[s 381] Theft by clerk or servant of property in possession of master. Whoever, being a clerk or servant, or being employed in the capacity of a clerk or servant, commits theft in respect of any property in the possession of his master or employer, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to ﬁne. 107.  Juggurnath Singh, (1865) 2 WR (Cr) 55; Radhey Shyam v State of UP, 2002 Cr LJ 1227 (All), domestic servants who were prosecuted for theft and murder of their master remained on duty even when investigation was going on, nothing was found against them, they were not allowed to be prosecuted only on the basis of suspicion. Slim Babamiya Sutar v State of Maharashtra, 2000 Cr LJ 2696 (Bom), murder, connection of the accused with it not proved, but two gold articles of the deceased were recovered from the accused, hence convicted under section 381, sentence of three years RI reduced to 6 months already undergone, accused directed to be released. N Narasimha Kumar v State of AP, 2003 Cr LJ 3188 (AP), theft by clerk of the State Public Service Commission's question papers and stealing xerox copies. Investi"
IPC_1860,382,"[s 382] Theft after preparation made for causing death, hurt or restraint in order to the committing of the theft. Whoever commits theft, having made preparation for causing death, or hurt, or restraint, or fear of death, or of hurt, or of restraint, to any person, in order to the committing of such theft, or in order to the effecting of his escape after the committing of such theft, or in order to the retaining of property taken by such theft, shall be punished with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to ﬁne. ILLUSTRATIONS (a) A commits theft on property in Z's possession; and, while committing this theft, he has a loaded pistol under his garment, having provided this pistol for the purpose of hurting Z in case Z should resist. A has committed the offence deﬁned in this section. (b) A picks Z's pocket, having posted several of his companions near him, in order that they may restrain Z, if Z should perceive what is passing and should resist, or should attempt to apprehend A. A has committed the offence deﬁned in this section. 109.  Re Diwan Singh, 1980 Cr LJ 760 (MP). 110.  Hushrut Sheikh, (1866) 6 WR (Cr) 85. COMMENT— Under this"
IPC_1860,383,"[s 383] Extortion. Whoever intentionally puts any person in fear of any injury1 to that person, or to any other, and thereby dishonestly induces the person so put in fear to deliver to any person any property2 or valuable security, or anything signed or sealed which may be converted into a valuable security, commits ""extortion"". ILLUSTRATIONS (a) A threatens to publish a defamatory libel concerning Z unless Z gives him money. He thus induces Z to give him money. A has committed extortion. (b) A threatens Z that he will keep Z's child in wrongful conﬁnement, unless Z will sign and deliver to A a promissory note binding Z to pay certain moneys to A. Z signs and delivers the note. A has committed extortion. (c) A threatens to send club-men to plough up Z's ﬁeld unless Z will sign and deliver to B a bond binding Z under a penalty to deliver certain produce to B, and thereby induces Z to sign and deliver the bond. A has committed extortion. (d) A, by putting Z in fear of grievous hurt, dishonestly induces Z to sign or aﬃx his seal to a blank paper and deliver it to A. Z signs and delivers the paper to A. Here, as the paper so signed may be converted into a valuable security. A has commi"
IPC_1860,384,"[s 384] Punishment for extortion. Whoever commits extortion shall be punished with imprisonment of either description for a term which may extend to three years, or with ﬁne, or with both. COMMENT— This offence takes a middle place between theft and robbery. [s 384.1] Ingredients.— The section requires two things:— (1) intentionally putting a person in fear of injury to himself or another; (2) dishonestly inducing the person so put in fear to deliver to any person any property or valuable security. These ingredients have been restated by the Supreme Court as follows: (1) the accused must put any person in fear of injury to him or to any other person; (2) the putting of a person in such fear must be intentional; (3) the accused must thereby induce the person so put in fear to deliver to any person any property or anything signed or sealed which may be converted into a valuable security; (4) such inducement must be done dishonestly.111. [s 384.2] Theft and extortion.— Extortion is thus distinguished from theft— (1) Extortion is committed by the wrongful obtaining of consent. In theft the offender takes without the owner's consent.112. (2) The property obtained by extortion is not lim"
IPC_1860,385,"[s 385] Putting, person in fear of injury in order to commit extortion. Whoever, in order to the committing of extortion, puts any person in fear, or attempts to put any person in fear, of any injury, shall be punished with imprisonment of either description for a term which may extend to two years, or with ﬁne, or with both. 131.  Tanumal Udhasing, (1944) Kar 146 . 132.  Chaturbhuj, (1922) 45 All 137 . COMMENT— By this section a distinction between the inchoate and the consummated offence is recognised. The attempt to commit extortion may proceed so far as to put a person in fear of injury, or there may be an attempt to excite such fear; but there may not be any delivery of property, etc. This section punishes the putting of a person in fear of injury in order to commit extortion. The injury contemplated must be one which the accused can inﬂict, or cause to be inﬂicted. A threat that God will punish a man for some act is not such an injury. No injury can be caused or threatened to be caused unless the act done is either an offence or such as may properly be made the basis of a civil action.131. [s 385.1] CASES.— A cloth-seller was threatened with the imposition of a ﬁne if he cont"
IPC_1860,386,"[s 386] Extortion by putting a person in fear of death or grievous hurt. Whoever commits extortion by putting any person in fear of death or of grievous hurt to that person or to any other, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne. 135.  Ram Chandra v State, AIR 1957 SC 381 : 1957 Cr LJ 567 . COMMENT— If the fear caused is that of death or grievous hurt it naturally causes great alarm. The section therefore, provides for severe penalty in such cases. Where the accused wrote letters demanding ransom from the father of the boy whom they kidnapped, putting the father in fright of the boy being murdered and there was throughout the likelihood of the boy being murdered if the ransom money was not paid, the accused were held guilty under this section.135. THE INDIAN PENAL CODE CHAPTER XVII OF OFFENCES AGAINST PROPERTY Of Theft Of Extortion"
IPC_1860,387,"[s 387] Putting person in fear of death or of grievous hurt, in order to commit extortion. Whoever, in order to the committing of extortion, puts or attempts to put any person in fear of death or of grievous hurt to that person or to any other, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to ﬁne. COMMENT— The relation between this section and section 386 is the same as that between section 385 and section 384. THE INDIAN PENAL CODE CHAPTER XVII OF OFFENCES AGAINST PROPERTY Of Theft Of Extortion"
IPC_1860,388,"[s 388] Extortion by threat of accusation of an offence punishable with death or imprisonment for life, etc. Whoever commits extortion by putting any person in fear of an accusation against that person or any other, of having committed or attempted to commit any offence punishable with death, or with 136.[imprisonment for life], or with imprisonment for a term which may extend to ten years or of having attempted to induce any other person to commit such offence, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne; and, if the offence be one punishable under section 377 of this Code, may be punished with 137. [imprisonment for life]. 136.  Subs. by Act 26 of 1955, section 117 and Sch, for ""transportation for life"" (w.e.f. 1 January 1956). 137.  Subs. by Act 26 of 1955, section 117 and Sch, for ""transportation for life"" (w.e.f. 1 January 1956). COMMENT— It is immaterial whether the person against whom the accusation is threatened be innocent or guilty, if the prisoner intended to extort money. The aggravating circumstance under this section is the threat of an accusation of an offence punishable with impr"
IPC_1860,389,"[s 389] Putting person in fear of accusation of offence, in order to commit extortion. Whoever, in order to the committing of extortion, puts or attempts to put any person in fear of an accusation, against that person or any other, of having committed, or attempted to commit an offence punishable with death or with 138.[imprisonment for life], or with imprisonment for a term which may extend to ten years, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne; and, if the offence be punishable under section 377 of this Code, may be punished with 139.[imprisonment for life]. 138.  Subs. by Act 26 of 1955, section 117 and Sch, for ""transportation for life"" (w.e.f. 1 January 1956). 139.  Subs. by Act 26 of 1955, section 117 and Sch, for ""transportation for life"" (w.e.f. 1 January 1956). COMMENT— This section bears the same relation to section 388 as section 385 bears to section 384. THE INDIAN PENAL CODE CHAPTER XVII OF OFFENCES AGAINST PROPERTY Of Theft Of Robbery and Dacoity"
IPC_1860,390,"[s 390] Robbery. In all robbery there is either theft or extortion. When theft is robbery. Theft is ""robbery"" if, in order to the committing of the theft, or in committing the theft, or in carrying away1 or attempting to carry away property obtained by the theft, the offender, for that end,2 voluntarily causes3 or attempts to cause to any person4 death or hurt or wrongful restraint, or fear of instant death or of instant hurt, or of instant wrongful restraint. When extortion is robbery. Extortion is ""robbery"" if the offender, at the time of committing the extortion, is in the presence of the person put in fear, and commits the extortion by putting that person in fear of instant death, of instant hurt, or of instant wrongful restraint to that person or to some other person, and, by so putting in fear, induces the person so put in fear then and there to deliver up the thing extorted. Explanation.—The offender is said to be present if he is suﬃciently near to put the other person in fear of instant death, or instant hurt, or of instant wrongful restraint. ILLUSTRATIONS (a) A holds Z down and fraudulently takes Z's money and jewels from Z's clothes without Z's consent. Here A has commi"
IPC_1860,391,"[s 391] Dacoity. When ﬁve or more persons conjointly commit or attempt to commit a robbery, or where the whole number of persons conjointly committing or attempting to commit a robbery, and persons present and aiding such commission or attempt, amount to ﬁve or more, every person so committing, attempting or aiding, is said to commit ""dacoity"". COMMENT— Dacoity is robbery committed by ﬁve or more persons, otherwise there is no difference between dacoity and robbery. The gravity of the offence consists in the terror it causes by the presence of a number of offenders. Abettors who are present and aiding when the crime is committed are counted in the number. Section 391 IPC, 1860 explains the offence of 'dacoity'. When ﬁve or more persons conjointly commit or attempt to commit a robbery, or where the whole number of persons conjointly committing or attempting to commit a robbery, and persons present and aiding such commission and attempt amount to ﬁve or more, every person so committing, attempting or aiding, is said to commit 'dacoity'. Under section 392 IPC, 1860, the offence of 'robbery' simpliciter is punishable with rigorous imprisonment which may extend to ten years or 14 years "
IPC_1860,392,"[s 392] Punishment for robbery. Whoever commits robbery shall be punished with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to ﬁne; and, if the robbery be committed on the highway between sunset and sunrise, the imprisonment may be extended to fourteen years. COMMENT— This section no doubt allows the Court discretion as regards the minimum punishment to be awarded, but when the offence is attended with circumstances which would make the attempt to commit it punishable with the minimum sentence of seven years, it would not be a proper exercise of discretion to award a lesser sentence when the offence has been accomplished.166. A person who has been convicted of robbery under this section need not be convicted of theft.167. Where the wholly of the robbed property was not recovered from the persons accused, it was held that the proper section to convict was section 411.168. [s 392.1] Essential ingredients for punishment under Section 392.— Essential ingredients for punishment under section 392 are: (1) The accused committed theft; (2) he voluntarily caused or attempted to cause: (i) death, hurt or wrongful restraint, (ii) fear of instant dea"
IPC_1860,393,"[s 393] Attempt to commit robbery. Whoever attempts to commit robbery shall be punished with rigorous imprisonment for a term which may extend to seven years, and shall also be liable to ﬁne. THE INDIAN PENAL CODE CHAPTER XVII OF OFFENCES AGAINST PROPERTY Of Theft Of Robbery and Dacoity"
IPC_1860,394,"[s 394] Voluntarily causing hurt in committing robbery. If any person, in committing or in attempting to commit robbery, voluntarily causes hurt, such person, and any other person jointly concerned in committing or attempting to commit such robbery, shall be punished with 177.[imprisonment for life], or with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to ﬁne. COMMENT— This section imposes severe punishment when hurt is caused in committing robbery. Section 397 similarly provides for the minimum sentence of imprisonment which must be inﬂicted when grievous hurt is caused. Commenting on the section, the Supreme Court observed: section 394 prescribes punishment for voluntarily causing hurt in committing or attempting to commit robbery. The offence under section 394 is a more serious than one under section 392. Section 394 postulates and contemplates the causing of harm during commission of robbery or in attempting to commit robbery when such causing of hurt is hardly necessary to facilitate the commission of robbery. Section 394 applies to cases where during the course of robbery voluntary hurt is caused. Section 394 classiﬁes two distinct "
IPC_1860,395,"[s 395] Punishment for dacoity. Whoever commits dacoity shall be punished with 187.[imprisonment for life], or with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to ﬁne. COMMENT— 188..—When a person is involved in an offence of theft of higher magnitude, then it becomes dacoity and when dacoity is committed with murder and also results in causing grievous hurt to others, it becomes robbery punishable under sections 395, section 396 and section 397 of IPC, 1860. In other words, when the offence of theft is committed conjointly by ﬁve or more persons, it becomes dacoity and such dacoity by those persons also results in commission of murder as well as causing of grievous hurt to the victims, it results in an offence of robbery. A reading of section 395, section 396 and section 397 of IPC, 1860 makes the position clear that by virtue of the conjoint effort of the accused while indulging in the said offence, makes every one of them deemed to have committed the offence of dacoity and robbery. In the result, when such offences of dacoity and robbery are committed, the same result in the death of a person or hurt or wrongful restrain or creating f"
IPC_1860,396,"[s 396] Dacoity with murder. If any one of ﬁve or more persons, who are conjointly committing dacoity, commits murder in so committing dacoity, every one of those persons shall be punished with death, or 193.[imprisonment for life], or rigorous imprisonment for a term which may extend to ten years, and shall also be liable to ﬁne. COMMENT— Under this section extreme penalty of death may be inﬂicted on a person convicted of taking part in a dacoity in the course of which a murder is committed, even though there is nothing to show that he himself committed the murder or that he abetted it. The section declares the liability of other persons as co-extensive with the one who has actually committed murder. Where in the course of a dacoity one man was shot dead, and the accused person who was tried had a gun and others of the dacoits also had guns, and there was no evidence that the accused was the man who ﬁred the fatal shot, the sentence was altered from one of death to one of transportation for life.194. [s 396.1] Ingredients.— The offence under this section requires two things:— (1) The dacoity must be the joint act of the persons concerned. (2) Murder must have been committed in the"
IPC_1860,397,"[s 397] Robbery or dacoity, with attempt to cause death or grievous hurt. If, at the time of committing robbery or dacoity, the offender uses any deadly weapon,1 or causes grievous hurt to any person, or attempts to cause death or grievous hurt to any person, the imprisonment with which such offender shall be punished shall not be less than seven years. COMMENT— Sections 397 and 398 do not create any offence but merely regulate the punishment already provided for robbery and dacoity.212. This section ﬁxes a minimum term of imprisonment when the commission of robbery and dacoity has been attended with certain aggravating circumstances, viz., (1) the use of a deadly weapon, or (2) the causing of grievous hurt, or (3) attempting to cause death or grievous hurt. Section 34 of the Code has no application in the construction of this section.213. [s 397.1] Accused must be armed with deadly weapon.— It is necessary to prove that at the time of committing robbery, the accused was armed with a deadly weapon and not merely that one of the robbers who was with him at the time carried one.214. The liability to enhanced punishment is limited to the offender who actually uses the weapon himself a"
IPC_1860,398,"[s 398] Attempt to commit robbery or dacoity when armed with deadly weapon. If, at the time of attempting to commit robbery or dacoity, the offender is armed with any deadly weapon, the imprisonment with which such offender shall be punished shall not be less than seven years. COMMENT— This section can regulate the punishment only in cases of an attempt to commit robbery as distinguished from a case in which the offender has accomplished his purpose and robbery has actually been committed.231. It applies to such of the offenders as are armed with deadly weapons though they do not use them in the attempt to rob or commit dacoity. It does not apply to other offenders who in combination with such persons have committed robbery or dacoity.232. The words ""uses"" and ""is armed"" in sections 397 and 398, IPC, 1860, have to be given identical meaning to resolve apparent anomaly.233. Thus, carrying a deadly weapon would be enough to attract the mischief of either section. In the charge-sheet, accused were charged under section 396. Section 398 is referred only for the purpose of sentence. Hence, the argument that when section 398 is attracted, life imprisonment cannot be awarded is untenable."
IPC_1860,399,"[s 399] Making preparation to commit dacoity. Whoever makes, any preparation for committing dacoity, shall be punished with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to ﬁne. COMMENT— This section makes preparation to commit dacoity punishable. 'Preparation' consists in devising or arranging means necessary for the commission of an offence.240. Under the Code preparation to commit an offence is punishable in three cases:— (1) Preparation to wage war against the Government of India (section 122). (2) Preparation to commit depredation on territories of a Power at peace with the Government of India (section 126). (3) Preparation to commit dacoity. In a popular sense assembling to commit dacoity may be an act of preparation for it, but a mere assembly, without further preparation, is not 'preparation' within the meaning of this section. Section 402 applies to mere assembling without proof of other preparation. A person may not be guilty of dacoity, yet guilty of preparation, and not guilty of preparation, yet guilty of assembling.241. [s 399.1] Distinction between sections 399 and 402.— Though the offences falling under both the sections, m"
IPC_1860,400,"[s 400] Punishment for belonging to gang of dacoits. Whoever, at any time after the passing of this Act, shall belong to a gang of persons associated for the purpose of habitually committing dacoity, shall be punished with 249.[imprisonment for life], or with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to ﬁne. 249.  Subs. by Act 26 of 1955, section 117 and Sch, for ""transportation for life"" (w.e.f. 1 January 1956). COMMENT— This section provides for the punishment of those who belong to a gang of persons who make it their business to commit dacoity. Its object is to break up gangs of dacoits by punishing persons associated for the purpose of committing dacoity. The mere fact that women lived as wives or mistresses with men who were dacoits was held not suﬃcient to prove that they belonged to a gang of persons associated for the purpose of habitually committing dacoity within the meaning of this section, unless it be proved that the women themselves were associated with the husbands or protectors for the purpose of themselves habitually committing dacoities.250. The expression 'belong' implies something more than casual association for th"
IPC_1860,401,"[s 401] Punishment for belonging to gang of thieves. Whoever, at any time after the passing of this Act, shall belong to any wandering or other gang of persons associated for the purpose of habitually committing theft or robbery, and not being a gang of thugs or dacoits, shall be punished with rigorous imprisonment for a term which may extend to seven years, and shall also be liable to ﬁne. 254.  Beja, (1913) PR No. 13 of 1914. 255.  Re Akbar Ali, 1981 Cr LJ NOC 36 (Mad). Acquittal by lower courts under this section and there being no charge at that time of receiving stolen property under section 410, the Supreme Court did not in an appeal under Article 136 of the Constitution convict under section 410. Pandara Nadar v State of TN, AIR 1991 SC 391 : 1991 Cr LJ 468 . See the comments under section 399. COMMENT— The principle enunciated in the last section is extended by this section to a gang of thieves or robbers. It is not necessary to prove that each individual member of the gang has habitually committed theft or has committed any particular theft in company with the other members.254. Even so the word 'belonging' implies something more than mere casual association. It conveys th"
IPC_1860,402,"[s 402] Assembling for purpose of committing dacoity. Whoever, at any time after the passing of this Act, shall be one of ﬁve or more persons assembled for the purpose of committing dacoity, shall be punished with rigorous imprisonment for a term which may extend to seven years, and shall also be liable to ﬁne. 256.  Bholu, (1900) 23 All 124 . COMMENT— An unlawful assembly of persons meeting for a common purpose to commit dacoity is subject to the severe punishment provided in this section even though no step is taken in the prosecution of the common object.256. THE INDIAN PENAL CODE CHAPTER XVII OF OFFENCES AGAINST PROPERTY Of Theft Of Criminal Misappropriation of Property"
IPC_1860,403,"[s 403] Dishonest misappropriation of property. Whoever dishonestly misappropriates or converts to his own use1 any movable property, shall be punished with imprisonment of either description for a term which may extend to two years, or with ﬁne, or with both. ILLUSTRATIONS (a) A takes property belonging to Z out of Z's possession, in good faith, believing, at the time when he takes it, that the property belongs to himself. A is not guilty of theft; but if A, after discovering his mistake, dishonestly appropriates the property to his own use, he is guilty of an offence under this section. (b) A, being on friendly terms with Z, goes into Z's library in Z's absence, and takes away a book without Z's express consent. Here, if A was under the impression that he had Z's implied consent to take the book for the purpose of reading it, A has not committed theft. But, if A afterwards sells the book for his own beneﬁt, he is guilty of an offence under this section. (c) A and B, being joint owners of a horse, A takes the horse out of B's possession, intending to use it. Here, as A has a right to use the horse, he does not dishonestly misappropriate it. But, if A sells the horse and appropriat"
IPC_1860,404,"[s 404] Dishonest misappropriation of property possessed by deceased person at the time of his death. Whoever dishonestly misappropriates or converts to his own use property, knowing that such property was in the possession of a deceased person at the time of that person's decease, and has not since been in the possession of any person legally entitled to such possession, shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to ﬁne; and if the offender at the time of such person's decease was employed by him as a clerk or servant, the imprisonment may extend to seven years. ILLUSTRATION Z dies in possession of furniture and money. His servant A, before the money comes into the possession of any person entitled to such possession, dishonestly misappropriates it. A has committed the offence deﬁned in this section. COMMENT— This section relates to a description of property peculiarly needing protection. The offence consists in the pillaging of movable property during the interval which elapses between the time when the possessor of the property dies, and the time when it comes into the possession of some person o"
IPC_1860,405,"[s 405] Criminal breach of trust. Whoever, being in any manner entrusted with property,1 or with any dominion over property, dishonestly misappropriates2 or converts to his own use that property, or dishonestly uses or disposes of that property3 in violation of any direction of law prescribing the mode in which such trust4 is to be discharged, or of any legal contract, express or implied, which he has made touching the discharge of such trust, or wilfully suffers any other person so to do, commits ""criminal breach of trust"". 278.[Explanation 279.[1].—A person, being an employer 280.[of an establishment whether exempted under section 17 of the Employees Provident Fund and Miscellaneous Provisions Act, 1952 (19 of 1952), or not] who deducts the employee's contribution from the wages payable to the employee for credit to a Provident Fund or Family Pension Fund established by any law for the time being in force, shall be deemed to have been entrusted with the amount of the contribution so deducted by him and if he makes default in the payment of such contribution to the said fund in violation of the said law, shall be deemed to have dishonestly used the amount of the said contribution "
IPC_1860,406,"[s 406] Punishment for criminal breach of trust. Whoever commits criminal breach of trust shall be punished with imprisonment of either description for a term which may extend to three years, or with ﬁne, or with both. COMMENT— The criminal breach of trust would, inter alia, mean using or disposing of the property by a person who is entrusted with or has otherwise dominion there over. Such an act must not only be done dishonestly but also in violation of any direction of law or any contract express or implied relating to carrying out the trust.286. To constitute this offence there must be dishonest misappropriation by a person in whom conﬁdence is placed as to the custody or management of the property in respect of which the breach of trust is charged. The ownership or beneﬁcial interest in the property in respect of which criminal breach of trust is alleged to have been committed must be in some person other than the accused and the latter must hold it on account of some person or in some way for his beneﬁt.287. The offence of criminal breach of trust closely resembles the offence of embezzlement under the English law. Offences committed by trustees with regard to trust property f"
IPC_1860,407,"[s 407] Criminal breach of trust by carrier, etc. Whoever, being entrusted with property as a carrier,1 wharﬁnger or warehouse-keeper, commits criminal breach of trust in respect of such property, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to ﬁne. 353.  The section does not apply to a custodian of goods under the Essential Commodities Act, 1955 for violation of certain clauses storage of licence. Pramod Kumar Nayak v State of Orissa, COMMENT— Those who receive property under a contract, express or implied, to carry it or to keep it in safe custody are punishable under this section for a criminal breach of trust with respect to such property.353. 1. 'Carrier'.—A carrier is a person who undertakes to transport the goods of other persons from one place to another for hire.354. It is clear that the expression 'carrier' in s.407 IPC, 1860 includes all types of carriers, including a common carrier or a private carrier.355. [s 407.1] Jurisdiction.— Where the accused was entrusted with the carriage of a quantity of coffee from an estate in Mysore to a ﬁrm of merchants in Mangalore, and a portion of the good"
IPC_1860,408,"[s 408] Criminal breach of trust by clerk or servant. Whoever, being a clerk1 or servant2 or employed as a clerk or servant,3 and being in any manner entrusted in such capacity with property, or with any dominion over property, commits criminal breach of trust in respect of that property, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to ﬁne. COMMENT— Section 381 punishes theft by a clerk or a servant. This section inﬂicts enhanced punishment on such a person for criminal breach of trust. The property must have been entrusted to the accused in his capacity as a clerk or a servant. A clerk or a servant who takes his master's property is punishable for theft. 1. 'Clerk'.—A clerk in modern usage means a writer in an oﬃce, public or private, either for keeping accounts or entering minutes. 2. 'Servant'.—Master and servant—a relation whereby a person calls in the assistance of others, where his own skill and labour are not suﬃcient to carry out his own business or purpose.358. A servant acts under the direct control and supervision of the master and is bound to conform to all reasonable orders given in the c"
IPC_1860,409,"[s 409] Criminal breach of trust by public servant, or by banker, merchant or agent. Whoever, being in any manner entrusted with property, or with any dominion over property in his capacity of a public servant1 or in the way of his business as a banker,2 merchant,3 factor,4 broker,5 attorney6 or agent,7 commits criminal breach of trust in respect of that property, shall be punished with 367.[imprisonment for life], or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne. COMMENT— This section classes together public servants, bankers, merchants, factors, brokers, attorneys and agents. As a rule the duties of such persons are of a highly conﬁdential character, involving great powers of control over the property entrusted to them; and a breach of trust by such persons may often induce serious public and private calamity. [s 409.1] Ingredients.— In order to sustain conviction under section 409, IPC, 1860, two ingredients are to be proved; namely, (i) the accused, a public servant or a banker or agent was entrusted with the property of which he is duty bound to account for; and (ii) the accused has committed criminal breach o"
IPC_1860,410,"[s 410] Stolen property. Property, the possession whereof has been transferred by theft, or by extortion, or by robbery, and property which has been criminally misappropriated or in respect of which 441.[***] criminal breach of trust has been committed, is designated as ""stolen property"", 442.[whether the transfer has been made, or the misappropriation or breach of trust has been committed, within or without 443.[India]]. But, if such property subsequently comes into the possession of a person legally entitled to the possession thereof, it then ceases to be stolen property. 441.  The words ""the"" and ""offence of"" rep. by Act 12 of 1891, section 2 and Sch I and Act 8 of 1882, section 9, respectively. 442.  Ins. by Act 8 of 1882, section 9. 443.  The words ""British India"" have successively been subs. by the A.O. 1948, the A.O. 1950 and Act 3 of 1951, section 3 and Sch (w.e.f. 1 April 1951), to read as above. THE INDIAN PENAL CODE CHAPTER XVII OF OFFENCES AGAINST PROPERTY Of Theft Of the Receiving of Stolen Property"
IPC_1860,411,"[s 411] Dishonestly receiving stolen property. Whoever dishonestly receives or retains1 any stolen property, knowing or having reason to believe the same to be stolen property,2 shall be punished with imprisonment of either description for a term which may extend to three years, or with ﬁne, or with both. State Amendment Tamil Nadu.—The following amendments were made by T.N. Act No. 28 of 1993, section 2. Section 411 of the principal Act shall be renumbered as sub-section (1) of that section and after sub-section (1) as so renumbered, the following sub-section shall be added, namely— ""(2) Whoever dishonestly receives or retains any idol or icon stolen from any building used as a place of worship knowing or having reason to believe the same to be stolen property shall, notwithstanding anything contained in sub-section (1), be punished with rigorous imprisonment which shall not be less than two years but which may exceed to three years and with ﬁne which shall not be less than two thousand rupees: Provided that the court may, for adequate and special reasons to be mentioned in the judgment, impose a sentence of imprisonment for a term of less than two years."" COMMENT— Section 410 deﬁ"
IPC_1860,412,"[s 412] Dishonestly receiving property stolen in the commission of a dacoity. Whoever dishonestly receives or retains any stolen property, the possession whereof he knows or has reason to believe to have been transferred by the commission of dacoity, or dishonestly receives from a person, whom he knows or has reason to believe to belong or to have belonged to a gang of dacoits, property which he knows or has reason to believe to have been stolen, shall be punished with 457. [imprisonment for life], or with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to ﬁne. COMMENT— This section was enacted to stamp out the offence of dacoity which was very rampant when the Code came into force. It refers to persons other than actual dacoits. It provides the same punishment to a receiver of property obtained in dacoity as to dacoits themselves. It is apparent from a plain reading of section 412 IPC, 1860, that a person receiving stolen goods, would be guilty of the offence under section 412 IPC, 1860, if it can further be shown, that the recipient of the goods knew (or had reason to believe), that the person offering the goods, belonged to a gang of daco"
IPC_1860,413,"[s 413] Habitually dealing in stolen property. Whoever habitually receives or deals in property which he knows or has reason to believe to be stolen property, shall be punished with 466.[imprisonment for life], or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to ﬁne. 466.  Subs. by Act 26 of 1955, section 117 and Sch, for ""transportation for life"" (w.e.f. 1 January 1956). 467.  State v Waman Gheeya, 2007 Cr LJ 3614 (Raj). COMMENT— The reason for inserting section 413 by the legislature is clear from the language of the section. The legislature purposely enacted knowing it well that there is already section 411 in respect of offence of dishonestly receiving stolen property knowing it to be stolen. The legislature inserted section 413 in the IPC, 1860 where under it is provided that if a person is habitually dealing in stolen property, he will be charged for offence under section 413, IPC, 1860. The terms of the provision make it clear that ""habitually dealing"" means there is evidence on record that there are other instances other than the present instance of the accused found to be indulging in the act and he is facing tri"
